0,1,2,3,4
1.0,0.6732538633548361,0.0,0.0,-6.36686379475083
0.0,1.59336995138365,1.0,1.0,10.1526613067697
1.0,0.276315532135793,1.0,0.0,-2.10320814229356
1.0,0.27687245886161405,2.0,0.0,13.0181266697034
0.0,0.941165806724167,1.0,1.0,2.95159338034633
1.0,-2.05222282043373,0.0,0.0,-0.471078362764253
1.0,1.11027709663882,1.0,0.0,6.27765061532786
0.0,1.4837794887380902,1.0,1.0,-6.544605303297219
1.0,-0.191774809109942,1.0,0.0,-2.75899217586007
1.0,-1.32295111275522,1.0,1.0,11.696554365108199
1.0,0.235386572284857,2.0,1.0,-5.06361787922575
0.0,-0.158294028699944,2.0,0.0,1.9211496387668299
1.0,-0.6785031454184369,1.0,0.0,-4.29237403893111
1.0,-1.4508243134906298,0.0,1.0,14.9297171304439
0.0,0.21444530958160102,1.0,1.0,0.14222695680645098
1.0,-0.5810673805664979,1.0,0.0,-1.30008455896796
0.0,1.5384301988967901,1.0,1.0,-11.169181312135901
0.0,0.855202205064192,1.0,0.0,-14.3095845286738
1.0,1.10992028971364,2.0,0.0,-8.46555519092125
1.0,0.117646597100126,2.0,0.0,-0.47596116978360203
1.0,1.51647060442954,0.0,1.0,3.9867199249154703
1.0,-1.4438931609718,1.0,1.0,-19.6708768381011
0.0,0.120719329287034,1.0,1.0,1.36823618948169
0.0,0.8215810816374871,0.0,1.0,-9.07934699241847
1.0,-1.20844272044307,1.0,0.0,9.97858726258268
1.0,-0.0512978861253612,1.0,0.0,17.3874301887633
1.0,-1.17669215774973,2.0,0.0,-2.9611465681433202
1.0,0.624187472020653,1.0,0.0,-5.24372042597516
0.0,0.27106675675054503,2.0,0.0,2.57408211140715
0.0,-0.197175894348552,0.0,1.0,-16.802447156833697
0.0,-1.35807905937061,2.0,1.0,7.2656419760645194
1.0,0.253318513994755,1.0,1.0,-1.99867234998128
1.0,0.14670848414500198,1.0,0.0,-7.02210637746134
0.0,1.21810861032581,1.0,0.0,-20.1251977795928
1.0,-0.22622198144241001,1.0,0.0,-5.967642297091111
0.0,1.13939629170942,1.0,0.0,-4.24865175188582
1.0,1.2765786814676598,1.0,0.0,3.35644763865137
0.0,-0.0954875904449924,1.0,1.0,-8.785398395680991
1.0,-0.330544700119963,1.0,0.0,-9.73715576881434
1.0,-1.93850470145338,2.0,1.0,5.02545254666909
0.0,-0.108280091234486,1.0,1.0,19.822097124291698
0.0,0.5846137496360689,2.0,1.0,6.013598438811309
1.0,-1.09278720910151,1.0,1.0,3.7199494542290803
1.0,-0.0966860732067051,2.0,0.0,8.5003977821244
0.0,0.8259229016474939,2.0,0.0,15.8625545540677
1.0,1.04530566396331,1.0,0.0,-1.3461283417085002
0.0,-0.23935156713811603,1.0,1.0,-1.2147636490807199
1.0,-0.0450277248089203,1.0,1.0,-11.455729070859599
1.0,0.146417178667962,0.0,1.0,17.0380587237689
0.0,0.647513357977592,2.0,0.0,-3.17376455269396
1.0,-1.49869825452676,1.0,1.0,20.227946012432803
1.0,-0.6245674736180941,1.0,0.0,-2.93613387011894
0.0,0.539790605536274,1.0,0.0,-6.45232545817526
1.0,-2.50791780219725,2.0,0.0,-2.64725626098451
0.0,-0.21538050764169298,0.0,1.0,-0.470493466531285
0.0,1.65090746733669,1.0,0.0,-9.621782702422381
0.0,0.519407203943462,1.0,0.0,13.5683685227542
1.0,-2.8097746789605402,1.0,1.0,-2.3903748350282004
1.0,0.779965118336318,0.0,0.0,-7.23653214316312
0.0,0.373004655804915,2.0,1.0,1.7336150285600302
1.0,-0.8341882315843779,1.0,0.0,-12.590274729358
1.0,1.48783783187804,1.0,0.0,15.9411403885386
1.0,-1.1246036712582401,0.0,1.0,34.2109460835705
1.0,1.0610952532617401,2.0,0.0,-6.67393503214493
0.0,0.14410466246218698,1.0,1.0,-3.97028133394579
0.0,1.6236212076802299,1.0,1.0,6.8981342390161
0.0,-0.6868528518935261,0.0,1.0,20.4601885213282
1.0,-0.15534534714439902,1.0,0.0,12.300316728337
1.0,0.8719649540787441,0.0,1.0,0.13903658303391597
1.0,0.740814523725905,1.0,1.0,0.559444258531401
1.0,-0.72889122929114,0.0,0.0,1.4065553172498402
0.0,0.47613327830262897,2.0,0.0,-4.93723874282408
1.0,-0.5572154819416079,0.0,1.0,-20.779924313448102
1.0,-0.450338623924712,1.0,0.0,-6.767705304379961
1.0,-2.60169967025765,1.0,0.0,8.508903022938071
1.0,1.3001986776668202,0.0,1.0,-10.620811934282
0.0,0.29822759154071504,2.0,1.0,-3.5938571816561096
1.0,0.5101325468786629,1.0,0.0,3.01846720563439
1.0,-0.17990623104754,1.0,0.0,-10.4929735235275
1.0,0.346103619553607,1.0,1.0,3.5025617952445494
1.0,0.0965858340824363,1.0,0.0,-14.3253449521809
1.0,1.24642390866165,0.0,0.0,-4.66765303532686
1.0,-0.6930946140105949,0.0,1.0,-16.490567724558698
1.0,0.886749037096059,1.0,0.0,-0.584290512452095
1.0,-1.19862235906875,1.0,1.0,13.1688376872424
1.0,-0.873071000417463,1.0,0.0,-10.9958583285891
1.0,-0.209793171228509,1.0,0.0,1.00858665610429
1.0,-0.9905076304665591,0.0,1.0,-2.04762719552353
1.0,-0.29409532715611,0.0,0.0,-11.992119219674699
0.0,-0.17905159438019802,2.0,1.0,-9.964912437865369
1.0,-0.0735560191364783,1.0,0.0,-4.83135068652272
1.0,0.532989286826481,0.0,0.0,0.21680520898077202
0.0,0.825379862759242,1.0,1.0,16.417844708754302
1.0,-0.19415240932045702,0.0,0.0,-1.35307406049395
1.0,-0.489870453138474,2.0,0.0,-8.69460450959366
1.0,1.01494317274366,2.0,1.0,-19.189517717066
1.0,0.44820977862942607,1.0,0.0,-1.6387759158252901
0.0,1.22408179743946,2.0,1.0,-8.35999305852858
0.0,0.18875310932983302,1.0,1.0,7.735871270574419
1.0,-1.04168885898951,1.0,0.0,9.20033349469812
0.0,0.196278045472469,2.0,1.0,3.45075406845387
1.0,0.37114795975965703,1.0,1.0,14.5390062123435
0.0,1.26318517608949,1.0,1.0,-5.26310287634533
1.0,-0.19588924882982803,1.0,0.0,-23.2925346285753
1.0,0.48545997890487796,1.0,1.0,-15.4589181325016
1.0,0.756406438545484,1.0,0.0,-18.6058762981445
0.0,0.0993275940878275,1.0,0.0,-7.4091861477491605
0.0,0.3773879730239289,2.0,1.0,-5.58514190191359
0.0,2.1284518990161803,1.0,1.0,-14.8964408489825
0.0,1.01283433584425,0.0,1.0,-9.485350600551039
1.0,-0.220486561818751,1.0,0.0,-3.0085263245286
1.0,-1.1852888105872201,1.0,1.0,5.6061180601734195
1.0,-0.5558411347540749,2.0,0.0,-2.7797508515533704
1.0,0.134038645368463,0.0,0.0,-1.69259774532087
0.0,0.411429920615731,0.0,0.0,7.42382274584664
0.0,-0.354542403073978,2.0,1.0,8.72634566795338
0.0,0.21594156874397305,1.0,1.0,2.3659550186020897
0.0,2.38292669523033,0.0,1.0,-2.36683939495527
0.0,-1.01411417266147,2.0,1.0,-15.9628307950226
0.0,0.0412329219929399,0.0,1.0,-6.18271527554652
0.0,-1.22898617755381,1.0,1.0,-1.07399749074144
1.0,-0.19988982810143302,0.0,1.0,-7.571986226798249
1.0,-2.64314895202898,0.0,1.0,-12.554442779819802
0.0,0.46059134947810404,0.0,0.0,2.00261948609106
1.0,-0.34965038795355496,0.0,1.0,-3.07840173188787
1.0,0.35628334486204705,0.0,1.0,3.16984562457902
1.0,-2.01421049792072,1.0,1.0,22.007602707465896
0.0,1.31241297643351,1.0,1.0,-4.63683013103734
1.0,-2.07848926886002,2.0,0.0,0.286581970792618
0.0,0.711601922486244,1.0,1.0,-4.680725643361269
1.0,0.553917653537589,1.0,0.0,-0.428929778975765
1.0,-1.00537758159341,1.0,1.0,19.6963413281427
1.0,-1.5091665373286998,1.0,0.0,7.74384606617658
0.0,0.39784220880033894,2.0,0.0,-9.76105703649749
1.0,0.8134003740790648,1.0,0.0,-1.76943367781943
0.0,1.16525338994626,1.0,1.0,1.36714574061142
0.0,0.8496430456333549,2.0,1.0,11.440153256850099
1.0,-1.3880490476020602,1.0,0.0,11.440168459287401
0.0,1.3805145283145401,1.0,1.0,-3.3576854237753397
1.0,0.33220257895011795,1.0,1.0,4.79451881240197
1.0,0.653257679471382,0.0,0.0,0.275611516966839
1.0,-0.39579795028889597,2.0,1.0,7.25505461365908
1.0,0.233633614089869,0.0,0.0,12.910089795362401
1.0,0.878133487533042,0.0,0.0,8.211118597374071
1.0,0.378167772208507,1.0,1.0,30.2210418529039
1.0,-0.5743886897632701,1.0,1.0,5.936651573177
1.0,1.33551761505939,1.0,0.0,17.790383614956898
0.0,1.7386337669062502,1.0,1.0,17.0213970919678
1.0,-0.197264869076299,1.0,0.0,7.65024386769347
0.0,0.8405398269609999,1.0,1.0,21.564776019500798
1.0,-1.03813103968721,1.0,0.0,-1.6285152252374098
1.0,-2.22498769648741,0.0,1.0,-11.661898066108401
1.0,-0.0110458298093738,2.0,0.0,-3.0207350113721203
1.0,-0.138891362439045,0.0,1.0,-7.871824789734861
0.0,0.36411468735506297,1.0,1.0,14.512809438833699
1.0,-0.27324810681192496,2.0,0.0,-23.7367085604992
1.0,0.917174917641003,2.0,0.0,4.8541446089445595
1.0,-0.5063335421892391,1.0,1.0,-0.407969264500623
1.0,-0.265145056696353,2.0,1.0,-3.2635357190826704
1.0,-0.120393824622494,1.0,1.0,1.07028807376313
1.0,0.418982404924464,0.0,1.0,7.59576936893122
1.0,-1.6679419365881398,0.0,0.0,-4.20298275494042
0.0,1.18118089143852,2.0,0.0,-14.4068097826971
1.0,-0.573560270768283,2.0,0.0,-2.8844929592149104
1.0,1.30117599220059,1.0,0.0,0.5419795710959521
1.0,-1.66792804577932,0.0,1.0,-3.8613787728810096
1.0,-0.664769435274062,1.0,0.0,5.4916088318128
0.0,-0.71721816157401,1.0,1.0,-5.93402125000833
1.0,0.740900011274274,0.0,1.0,6.9348376252112605
0.0,0.139097857161771,0.0,1.0,-7.38389150369058
0.0,-0.227684064895531,1.0,1.0,13.6938766954533
0.0,0.54839695950807,1.0,1.0,1.75588348517341
0.0,0.454577809057738,2.0,1.0,-4.91443047401821
0.0,0.7075883538355879,0.0,1.0,-22.9802640030622
1.0,-0.0428704572913161,2.0,1.0,8.34095065661453
0.0,1.0267850560749001,1.0,1.0,-7.04514526288929
1.0,0.460916205989202,1.0,1.0,-18.068929640853302
1.0,-0.732853806297125,0.0,0.0,-6.795364889432321
0.0,2.0024827302928303,2.0,0.0,4.52802442420564
1.0,-0.18612069937349598,1.0,0.0,-1.24268503812241
1.0,-0.0833690664718293,1.0,1.0,-9.94479836178391
1.0,-0.516759449743733,0.0,0.0,-5.2532183465562
0.0,0.5829914056800639,1.0,1.0,-4.56296359001271
1.0,2.4302266523445097,1.0,0.0,4.93898085741881
0.0,2.45806049186527,2.0,0.0,7.10110231783851
1.0,0.23873173511144102,0.0,0.0,-10.438446216387698
1.0,0.33117917295898197,0.0,1.0,11.3967765719806
1.0,-1.9251452518371202,1.0,0.0,-0.729116390239619
0.0,1.05432227197535,1.0,1.0,-23.290034636757397
0.0,2.18733299301658,2.0,0.0,-9.64053610494564
1.0,0.310450080541646,2.0,0.0,-8.14372276715255
0.0,-0.436829976913125,1.0,1.0,-21.5330336743643
1.0,0.550043961214136,2.0,0.0,-4.57483758648024
1.0,-1.2175999877636001,1.0,1.0,-0.41858030323952505
1.0,-0.7886219708540021,1.0,0.0,-8.310622222817429
1.0,0.216152541801233,1.0,0.0,6.14481250043309
1.0,-0.8660377446721139,1.0,1.0,12.0537791583264
0.0,0.237430272491026,1.0,1.0,-13.1260505619999
0.0,0.48361753383826894,2.0,1.0,-14.411400220938802
1.0,-0.075625080779838,1.0,1.0,-2.79957848490363
1.0,-0.490557443700668,1.0,1.0,8.31441251138311
1.0,-0.5604756465522129,0.0,0.0,-5.11603722189581
1.0,0.9863658598954621,0.0,0.0,-8.521782923642968
0.0,1.6844357080941101,0.0,0.0,8.16391978938957
0.0,1.5164906016919601,2.0,0.0,-2.27624806236914
1.0,0.438818700714454,1.0,0.0,-6.94531484071315
0.0,-0.472791407727934,0.0,0.0,6.807586380171831
0.0,-0.44655721642722207,2.0,1.0,-4.13191495212929
1.0,-0.844583428535954,0.0,0.0,16.5474084400222
0.0,1.4960606698463499,0.0,1.0,2.05630061496544
0.0,-0.6754822915920711,1.0,1.0,-26.325076460954104
1.0,-0.45319782999483704,0.0,1.0,17.2700883321405
0.0,1.90236182167893,2.0,1.0,-20.908919404891602
1.0,0.365018751433036,0.0,0.0,7.306139394602491
1.0,-0.8308115273362479,2.0,0.0,-1.44048750509615
1.0,2.0867174344931496,0.0,0.0,-4.44960875475881
0.0,0.126315858458886,1.0,1.0,-5.60485986655885
1.0,-1.05251327933874,1.0,1.0,4.113519336907779
1.0,-0.435645469691905,0.0,0.0,-1.3496764866222097
0.0,0.88465049897692,2.0,0.0,2.7597901138255096
0.0,1.84326625457782,1.0,1.0,4.10572221752549
0.0,0.54128414348235,1.0,1.0,-3.02888049153909
1.0,-0.7230659699398739,1.0,0.0,-12.145143838936802
0.0,-0.116302517158606,2.0,1.0,11.1425467962836
1.0,-0.372438756103829,2.0,0.0,-12.2465855193064
1.0,-0.28584542359138393,0.0,0.0,7.02009423048609
1.0,1.6155453232072,1.0,0.0,-6.43538933862576
1.0,-1.08758071407693,1.0,0.0,0.333768426273916
1.0,0.12928773516094602,1.0,0.0,1.7413587510614899
1.0,-0.0160025272079689,1.0,0.0,-8.872969927572539
0.0,-0.458365332711106,2.0,1.0,4.444002969225849
1.0,0.454769268982633,0.0,1.0,12.149484309783098
1.0,-1.0389564403070302,1.0,1.0,4.23038432410325
0.0,0.8824651643965871,0.0,1.0,4.21931174136824
0.0,-0.727383529087535,2.0,0.0,-5.1861572221384105
1.0,-0.422496832339625,0.0,0.0,14.8220189072674
0.0,-0.44478197833699207,0.0,1.0,-5.80165079131849
1.0,0.14447570471069698,1.0,1.0,20.71741512886
1.0,-1.11989972139762,1.0,1.0,-8.31528899543843
1.0,-0.0951474508492868,1.0,1.0,-4.7562139533880305
1.0,-1.43850664491452,2.0,1.0,6.35947897868601
0.0,-0.21073418069177602,0.0,1.0,19.2161155776854
1.0,0.22071129097064898,0.0,0.0,-6.662473797606539
0.0,0.8842508200282091,1.0,0.0,7.30815610006591
0.0,1.12507189227799,2.0,0.0,3.2954173988729196
1.0,-1.08999187241124,2.0,1.0,10.780673379512502
1.0,-1.5146676537817498,0.0,0.0,-7.635638257920291
1.0,-0.571850057895563,1.0,1.0,-2.47773863902407
1.0,-1.35090268603071,2.0,0.0,-2.72030117170514
1.0,-0.591892102212813,1.0,1.0,25.4290445686211
1.0,-2.2106331105756203,2.0,1.0,-7.01845828410341
1.0,-0.267706421557085,0.0,1.0,10.3908851261442
0.0,0.6329607130314511,0.0,1.0,-3.7014662436339103
1.0,0.962527968484271,1.0,0.0,-0.393923499714967
1.0,0.7567747637959621,0.0,1.0,8.80273220604069
1.0,-0.7886028378502429,0.0,0.0,6.64570454944413
1.0,-0.305962663739917,2.0,0.0,10.891922365020498
1.0,-0.853623696727242,1.0,0.0,1.84173461400253
1.0,0.279627862431757,1.0,0.0,-4.012355995128029
0.0,0.563867390305883,2.0,0.0,-5.39746145027583
1.0,0.629711746692728,0.0,0.0,-10.6062421894714
1.0,-1.26068287881878,1.0,1.0,13.8051749338936
1.0,0.480625599875217,0.0,1.0,3.72910426410749
1.0,0.0209835863542375,1.0,0.0,-6.48299296516002
1.0,0.374643568004988,1.0,0.0,-2.33948301011858
1.0,-0.9925071503920371,1.0,1.0,6.652880090477071
1.0,1.9754190540190801,0.0,0.0,-13.2815619805706
0.0,-1.19736350236541,2.0,1.0,-3.44550362435428
1.0,-0.45839013909238896,2.0,1.0,2.73038419162952
0.0,1.5985087711458301,1.0,1.0,7.835954078335661
0.0,0.435181490833803,2.0,0.0,-1.3130711246270301
1.0,-2.30916887564081,2.0,1.0,-2.9448178635177498
0.0,-1.42056550469574,1.0,1.0,-6.12318766406044
1.0,0.0467335275180007,1.0,1.0,20.5476070604651
0.0,1.44566224110115,2.0,0.0,4.35007205526097
1.0,-0.0296939710498354,0.0,1.0,-12.8932068916416
1.0,-1.4617555849958999,1.0,0.0,-5.59286995277619
0.0,0.43109892811499106,1.0,1.0,-9.500775893483631
1.0,-2.2490510903324,1.0,0.0,-17.5569401653616
0.0,0.11663728358270599,1.0,0.0,-11.1677637555443
1.0,-0.492937424161977,1.0,1.0,0.98489648944743
1.0,0.6706959687339301,2.0,0.0,7.091856212533849
1.0,-0.18430886884238395,1.0,0.0,6.91368840963686
0.0,0.7871336143227079,1.0,0.0,7.3985943824583495
0.0,0.6394919979005339,2.0,1.0,5.345133882840731
1.0,1.67105482886294,2.0,1.0,-14.5570470165602
0.0,0.011129187220888001,2.0,1.0,-7.05398341626911
1.0,-0.445935027212156,1.0,1.0,-1.8477920613936103
1.0,-0.6250392678492571,0.0,1.0,-5.34616652198382
0.0,0.5682886207770749,1.0,0.0,0.602104326151076
1.0,-0.113639895506141,0.0,1.0,-11.339729051712501
1.0,-0.225770985659268,2.0,0.0,-0.11922379366647198
1.0,-1.75652739555764,2.0,0.0,-8.42889697415977
1.0,-0.9936985910987142,1.0,0.0,5.74312736347461
0.0,1.6659908999874198,1.0,1.0,-11.1072398833375
0.0,-0.0540281250854405,1.0,1.0,6.23360901900257
1.0,-1.8863251587325502,2.0,1.0,9.309790563432509
1.0,-0.522912376313422,1.0,1.0,3.3585068882504396
1.0,-0.893207570054953,1.0,0.0,11.637866037458998
1.0,-0.29976249664627197,1.0,1.0,3.54918895732423
0.0,-0.7995139535765308,2.0,0.0,-3.88600519991625
1.0,-0.658010207949479,1.0,1.0,-11.01735412602
0.0,0.712703325244282,0.0,1.0,6.63927110403606
1.0,1.44146175605504,0.0,1.0,-2.2083330979939904
1.0,0.8344015677570391,0.0,1.0,12.9187572312354
1.0,-0.49103116605653496,0.0,1.0,5.8599161230581
1.0,0.9035164263616751,0.0,0.0,-20.5814136474925
1.0,1.0466288471115501,1.0,0.0,17.1419852577143
1.0,-0.8294776116245179,1.0,0.0,5.45635528242466
0.0,0.989971608627113,0.0,1.0,4.92346553150489
1.0,0.27627455654333694,2.0,0.0,3.9787711306031097
0.0,0.649791867153518,1.0,0.0,3.5428968907761003
1.0,0.0204507085250325,0.0,0.0,12.9919609375684
1.0,0.533259362753652,0.0,0.0,-10.6925217238229
1.0,-0.7694849228902779,2.0,1.0,-6.63547355536672
1.0,0.784170879094338,2.0,1.0,5.517108374600809
1.0,-0.0143074131669134,0.0,1.0,7.7561884207953
0.0,-0.34975423921126797,0.0,1.0,-18.563605863048
1.0,0.174726396981842,2.0,0.0,-28.4854676989379
0.0,1.95529396549246,2.0,0.0,-10.164562413338
1.0,0.36896452738508595,1.0,0.0,-0.8105489251125741
1.0,-1.86022757421841,1.0,0.0,-0.766213726151868
0.0,0.46496799078585205,2.0,1.0,-12.033509334679401
1.0,-0.603531247788338,1.0,0.0,19.3382128195771
0.0,-0.41367651359212,2.0,1.0,-20.128687283222803
0.0,0.6599026381426079,0.0,1.0,-1.88981575770903
1.0,0.0246749828261399,0.0,0.0,-2.0721564525572402
1.0,-0.35091782719306996,2.0,0.0,5.467118413950661
0.0,0.959005377787825,0.0,1.0,-5.359374563395099
1.0,-0.0792117092585882,1.0,1.0,15.952938674720302
0.0,-0.996780742207522,2.0,0.0,8.38735792432261
1.0,0.562041390099052,2.0,0.0,0.7872629244299599
1.0,-0.32468591149083503,0.0,1.0,-4.96357607349663
1.0,-0.374580857767014,1.0,1.0,7.12270455853782
0.0,-0.5226166971959161,1.0,0.0,11.8901180052985
0.0,0.45623640317981295,1.0,1.0,11.8161785314391
1.0,-0.20224085511028397,2.0,0.0,10.775356600614199
1.0,0.211980433372292,1.0,1.0,14.7720532873484
1.0,0.007290090316898791,1.0,1.0,5.51402005080575
1.0,-1.35984070382139,2.0,1.0,-2.95271709137097
1.0,-1.06349790638204,0.0,0.0,-2.3116850863499905
1.0,-0.21450451539977397,0.0,1.0,-1.58058937403218
0.0,0.636569674033849,0.0,1.0,1.1283169498315
0.0,0.301313651718405,1.0,1.0,-10.0373971119925
1.0,-1.15616739425985,0.0,0.0,7.5361765272448
0.0,0.205561208449975,1.0,0.0,4.4702045265387405
0.0,0.589982679367313,2.0,1.0,0.4631972418356621
1.0,1.72426223915645,0.0,0.0,9.40899243153547
1.0,-0.721604440436015,1.0,1.0,-0.646522280998777
1.0,0.289344028817336,2.0,0.0,4.61004079383783
1.0,-1.07420660953035,1.0,0.0,-22.038684785808503
