y,x1,x2,x3,x4
2,-0.15647532482940535,3.0,1.0,1.2231181246185516
1,-0.6737591499870575,2.0,0.0,-0.7883646611577743
2,-0.6390601004322052,1.0,1.0,-1.287401021862579
1,-0.061361327620372906,2.0,1.0,0.710626522984719
1,-0.39278492256994324,1.0,0.0,0.023311257401641982
3,2.2899099473145785,2.0,1.0,1.3122989167689507
2,-0.718181147880596,2.0,1.0,0.010928022090346696
3,0.03260774315697052,3.0,0.0,-1.7244061829779587
3,0.028049895585638977,3.0,1.0,1.9691215629239833
3,0.028272122739737816,3.0,0.0,-0.35373769589540294
2,0.05534586195270899,1.0,0.0,0.6402692584361731
3,-0.48156285818994926,2.0,1.0,0.06147090331428104
1,-0.5834075004641189,2.0,1.0,-1.2653303628404198
3,-0.8621605020712843,3.0,1.0,-1.8060844921998018
2,-1.4881746132515903,3.0,1.0,1.2252963815502056
1,0.2163068331092121,3.0,0.0,0.5924284969234112
3,0.9843763506958761,3.0,1.0,1.8621249787493745
2,-0.5430841410126281,2.0,1.0,0.17989250118552377
2,-0.5586150390437845,2.0,0.0,0.18801407372633233
3,-0.31648282932264754,2.0,0.0,-0.3913052706036535
2,-0.4606397412389045,2.0,1.0,-1.6025650129466622
1,-1.4362697490249443,2.0,1.0,0.7323427544770824
3,1.365108032036919,2.0,0.0,-0.21504713093070466
1,0.43899988755746655,1.0,1.0,0.03203935456831289
1,-0.7116950271980323,1.0,1.0,0.1495183186202512
1,0.2971717615398513,1.0,0.0,1.2973592081340437
1,-0.4384572726157321,2.0,0.0,-0.15612058768437476
1,-0.2116374333746801,2.0,0.0,-0.6662674405409008
2,0.36396383157911427,2.0,1.0,0.003853573072684063
3,0.9529644919745344,3.0,1.0,1.8988759542970068
3,1.5195241292412778,1.0,1.0,0.30875077334429796
3,1.7039094489490383,2.0,0.0,0.12855257159182581
2,-0.24885870743094268,2.0,0.0,-0.3006548339825804
2,-0.4997485911335096,3.0,0.0,-0.29889735733363454
3,0.09959750192201784,2.0,0.0,-1.0521116386658564
1,0.12834321228831272,2.0,0.0,-0.5422353007890331
1,-0.7342218924448597,3.0,0.0,0.15953656292956586
1,-0.620475288234763,2.0,0.0,-1.223647228407064
2,0.8132737204208481,2.0,0.0,-0.19235949483558226
3,1.6418010137407606,2.0,0.0,-1.1909651105058179
1,-0.22650084837917228,3.0,0.0,-0.8695974928816097
2,-0.6479652109953393,2.0,1.0,-0.44596935167044216
3,-0.28337120662418985,3.0,1.0,-0.004919768997634582
1,-0.9951313599700441,1.0,0.0,-0.11031740332313954
2,-0.2728717697893081,1.0,0.0,1.3738607098802649
1,0.42244414146775444,2.0,0.0,1.2512300920448467
2,-0.08134296158935517,2.0,0.0,-0.21647614360351194
3,1.234577597061606,3.0,0.0,-0.1916448452842933
2,0.15088803222043407,1.0,1.0,-0.7607808015227526
3,0.4811195273342238,3.0,1.0,1.63500908740479
2,-0.14875753240949288,2.0,0.0,1.1750621004573365
2,1.3156657065603552,2.0,1.0,-0.9876379102414102
3,-1.2223456022065715,3.0,0.0,-0.0913993674244285
3,-0.30359134030022955,2.0,0.0,1.3441917621981097
1,-1.1736886756801914,2.0,0.0,-0.3798533763086259
2,0.826273507011688,1.0,1.0,-0.4528269572196889
1,0.8503222896230244,2.0,0.0,0.9979579459663067
3,-0.5157675930132671,3.0,1.0,-0.5848996926917422
3,1.6581133183034882,2.0,1.0,2.1836127222352792
1,-0.2972625956392543,3.0,1.0,0.3623255220114999
2,-1.3833771199483726,2.0,1.0,-0.4362076549472428
2,-0.28120450483617765,2.0,1.0,-2.769478957397028
1,0.3600205099410753,2.0,0.0,0.8192135882294264
2,-0.2343920149270695,1.0,0.0,-1.345164807130893
1,2.265520599867209,2.0,0.0,0.3704728449283115
3,0.8553866507799404,2.0,1.0,0.3556857398656398
3,1.7312794387228285,2.0,0.0,0.554626581650503
3,1.3858854430909429,1.0,1.0,-1.5262627283755492
3,-1.685784678368757,3.0,0.0,-0.6758853835287613
1,-0.37775860666514965,1.0,0.0,0.5339663242048515
1,-2.7284856868728458,2.0,1.0,0.6063357481880456
3,-0.6463967359069595,3.0,1.0,1.5131063324542755
3,1.1151042557837136,1.0,1.0,-0.7137341884444178
1,-0.8432110959394277,2.0,0.0,-1.3581790254617114
3,-0.6366884379661786,3.0,1.0,-1.593191500948354
2,0.32613416752636304,2.0,1.0,0.1219186074911732
1,0.787316501190338,2.0,0.0,1.0892031364414712
1,-0.3563133841320542,1.0,1.0,-0.4974708247617806
3,-0.2558121754401458,2.0,1.0,-0.5925281708166505
3,0.8089817025026428,3.0,0.0,0.8350288868234399
3,0.25405868486417277,2.0,1.0,0.053385838052906864
2,-0.2852867711139038,2.0,0.0,-0.25834481770747336
2,0.31450349225488833,1.0,0.0,-0.49248835444789935
2,0.07612150815035533,1.0,1.0,0.10412710395742299
3,0.25463292349897276,2.0,1.0,-0.29766148855082775
3,2.0012311818026616,1.0,1.0,0.5234041583815721
2,-0.3052079236753877,3.0,0.0,-0.7793449943291318
1,-0.5397628579464583,2.0,1.0,0.24617301170991748
3,1.41363079410976,2.0,0.0,-0.7933363608697822
2,-0.7057006440785899,2.0,1.0,-1.2659672647673488
3,1.719889475677248,1.0,0.0,0.7700331246012797
1,-0.1941978062119582,2.0,1.0,-0.12527137743373967
3,0.0738395180442688,3.0,1.0,-0.6653838208030505
2,0.7336282811408714,2.0,0.0,-1.1346923527165185
3,1.2131096954131004,2.0,0.0,-0.4138839099148977
2,0.996998651667894,1.0,1.0,1.1917956557277543
1,-0.20363535525576007,1.0,0.0,0.23738130699760243
2,-0.3664288354978451,1.0,0.0,1.0536024202710674
3,0.34747264605498496,2.0,1.0,0.6307317815713057
3,0.13471907223135893,3.0,0.0,1.2220727918146708
3,-0.6422731072303655,2.0,1.0,0.18085315446795022
2,0.41072807484050383,1.0,1.0,0.8071412853812863
1,0.9941196201614746,1.0,0.0,-1.7026881755593979
2,0.16650670497386555,2.0,1.0,0.3285476290941219
2,1.5639997170509743,2.0,0.0,-1.9996259186950478
3,0.41030212927441634,3.0,1.0,0.914917810718069
1,-0.1558130008062671,2.0,0.0,2.6970219200022143
1,0.10021488993141882,1.0,1.0,-0.24550941978589885
1,-0.5601098671682582,2.0,1.0,1.471004385798227
2,-1.0312979681269934,1.0,0.0,0.8850504684383277
3,0.4765285113330109,2.0,1.0,-0.22043000072243857
1,-0.8532503175609265,3.0,0.0,-0.4704921544370888
1,-0.3582919723298022,3.0,0.0,0.5466000109404276
3,-0.0892000537049489,2.0,1.0,0.16715828205506678
1,0.385104174182408,1.0,0.0,0.1673000265876457
2,0.46116198661092983,1.0,1.0,-0.12779256214273607
2,0.054223542827762254,3.0,0.0,-0.345209644238213
2,-1.9313076540480802,2.0,0.0,-0.9063216836864422
1,-0.20659269834007993,1.0,0.0,-1.5358931701866354
1,-0.7755394099071095,3.0,1.0,-0.09735714910818787
1,-0.11134755206603067,2.0,0.0,0.32514890835509547
3,0.9913261626706856,3.0,1.0,-1.421183262365309
1,0.8048242912748194,1.0,1.0,-0.7443501945844984
1,0.22033026805532738,1.0,1.0,-1.596965264484017
3,0.5057597974126101,2.0,1.0,0.7798645083486514
1,-1.4884082007347101,1.0,1.0,1.0665700176410833
1,0.19486746569227698,1.0,0.0,-0.542543483387086
3,0.6245107789489606,2.0,1.0,-0.11212464735095978
3,-0.7061272860867858,2.0,1.0,0.3199846702367774
2,0.40498760190911653,2.0,1.0,-0.24982040518827708
2,-0.3808262513090348,1.0,0.0,0.5405873846637658
3,1.000506751356722,3.0,1.0,1.7906529162108629
2,1.1084187860618961,2.0,0.0,1.004151198823193
1,-0.5347830936570431,2.0,1.0,0.8083043579051074
3,1.4629225891448634,2.0,0.0,1.8398795105104815
2,-0.19008029676546573,2.0,0.0,-1.2688725403090124
2,2.0619445581671343,2.0,0.0,0.34741635567108325
2,-0.49155421486414724,2.0,0.0,-1.6517934327154096
2,0.06375631404055183,2.0,0.0,1.7437569537242805
2,0.21318941825068694,2.0,1.0,0.7348737656691315
2,-0.7507960478659627,2.0,0.0,-0.07543815529424376
2,-1.7253795282710642,3.0,1.0,-0.4549239598905978
3,-0.799603946712547,2.0,1.0,-0.565990070317425
3,1.0796056694391833,3.0,1.0,-0.2769710726749443
1,-0.3286666075267842,2.0,1.0,-1.576495018228452
1,-0.32670660696567755,1.0,1.0,-0.5002314499283347
3,1.5168019034425484,2.0,0.0,-0.5218951274934056
2,0.4935377921925973,1.0,0.0,-0.8559077951376929
3,0.7023083586133827,2.0,0.0,-0.5383161276926341
2,0.8494486593868219,1.0,1.0,-0.26450657054842647
1,-0.9074179691666259,2.0,1.0,0.23255368628621761
3,0.12472619119044917,2.0,0.0,0.8142408173767705
3,0.15021689145642575,2.0,1.0,-0.39640423995309243
3,-0.15886661306049552,3.0,0.0,-1.9775025856230544
3,-1.093031809639576,3.0,0.0,-0.2172624111688193
3,0.4637797552060722,3.0,0.0,-0.7890313248841372
1,-1.6584628297744048,3.0,0.0,-0.011261028394724433
1,-0.937066765181612,1.0,0.0,-1.47239101679658
1,-0.809338144725826,1.0,1.0,-0.8307407306715606
1,-0.4121316876932873,2.0,1.0,-0.8658559021108398
2,0.8410925962717724,1.0,1.0,0.3000225893230967
2,1.6566804317545272,1.0,0.0,-0.822114022204232
3,1.7222953245634596,3.0,1.0,-0.8370621772800179
2,0.8062593784664507,1.0,1.0,-0.3502569220334808
2,0.4396938677503011,2.0,0.0,0.24821394542356173
1,-2.336548866824762,1.0,1.0,-0.8010041755196322
3,1.130119646001526,2.0,0.0,-1.5699473622515776
3,2.62894656687513,2.0,1.0,-1.005777891889965
2,0.4528764326586353,1.0,1.0,-0.07975752472585884
2,0.23403931476303633,2.0,1.0,0.22052420272652218
2,0.6986958268525457,1.0,1.0,1.3923180901011294
3,0.7286285854727402,3.0,0.0,-1.2800142097791594
1,0.13491633484718182,2.0,1.0,-0.8409099295969399
1,-0.3738158660469447,1.0,1.0,0.7828010681782169
3,0.36175920966930913,3.0,0.0,-0.8608365130494162
2,-1.371789209545305,2.0,1.0,0.30249298586605883
1,-1.8824265432952796,2.0,1.0,0.6553900205116279
2,1.3609386407215076,2.0,0.0,-0.23514416508296082
2,-0.4580613303357993,2.0,0.0,0.6206472773163302
1,0.7159554764409589,2.0,0.0,1.6079311312402451
2,1.5545939894496328,2.0,1.0,0.6637666816302966
3,1.2202803496078072,1.0,1.0,0.6172278373812757
2,-0.5533927086578075,2.0,1.0,1.3372051469192814
1,0.32475402951057675,1.0,0.0,1.2680153924400217
1,-1.1660869779927312,3.0,1.0,1.5069559734860203
2,-0.10457310141732605,2.0,1.0,-0.5266015481904275
3,1.0460169510083304,2.0,1.0,-0.2644912765025867
3,0.032026240362665485,2.0,0.0,-0.6553842492844382
1,-2.8513692977267215,3.0,0.0,-0.3549945167737199
1,-2.2512634070433397,2.0,0.0,-1.314432955105674
2,-0.8015855705696161,3.0,1.0,-1.1033037440760056
3,1.3332416592988874,3.0,1.0,-0.21799492608482043
3,0.19908526116335354,3.0,1.0,-1.67571334609848
3,0.14127312401221767,2.0,1.0,-0.6710758950469321
1,-1.315967183570239,2.0,0.0,-1.196448832976796
1,0.14643165146824455,1.0,0.0,0.8598953417249608
1,-2.275172311782878,2.0,0.0,1.0425810383649716
3,0.3418321832868489,1.0,1.0,0.44778101396658143
3,1.179240371618659,2.0,1.0,0.6754773576289851
1,-0.8175873269996745,2.0,0.0,1.3549104981956956
2,1.0843960776954626,1.0,0.0,0.7815887860572115
3,-0.7198953817046602,3.0,0.0,0.4704951059745862
3,0.14737475325274213,2.0,1.0,-1.5539360175501025
2,-0.13593615325328076,1.0,1.0,-1.7197342816463907
2,0.09386752148890617,2.0,0.0,-0.03735759693624927
3,1.5269537351340803,2.0,0.0,0.9550071298747826
1,0.8812159680588113,2.0,1.0,0.1444331883467156
1,-0.6777214471458357,3.0,0.0,0.19102951251942302
1,-2.7649622263558378,2.0,0.0,-1.2331549937288055
3,0.8948033777302304,3.0,0.0,-0.6749043983568269
2,0.7639095274379486,3.0,0.0,1.409455373536575
3,0.16551152771457467,2.0,1.0,-0.36499583959637194
1,-0.5581907689757559,2.0,1.0,-0.30399274699837125
1,1.5984078393234942,2.0,0.0,-0.8946254033158183
1,-1.787211865114611,1.0,1.0,1.6145706554532493
2,-0.7843783419660694,3.0,0.0,-0.9368685201793016
2,-1.4663452864855158,1.0,1.0,0.7380203741484554
2,0.37130709331816886,1.0,1.0,-1.4544099730231186
1,-0.4665425184015298,2.0,1.0,-1.9660939538478295
3,2.111190379707566,2.0,1.0,0.13382653422159074
2,0.017806432331857514,2.0,1.0,-0.4749065591916562
2,-0.23880700459249624,2.0,0.0,1.0817632341557493
2,0.5727004006438987,3.0,0.0,0.6410914339516742
1,-0.7321968109692886,2.0,0.0,1.2116199407926538
2,-1.0839092477907986,1.0,0.0,-0.08889720895821102
3,0.5350059734140298,2.0,1.0,-0.14801564741443646
1,-0.4890183946095106,1.0,0.0,-0.16136275122418908
1,0.9759745442574668,3.0,0.0,2.2453236428500647
3,0.334779959807586,3.0,1.0,-0.4684568356301499
3,0.11642103002007415,1.0,1.0,1.2386671028838216
2,0.06845036680970293,1.0,1.0,-1.7803344942255885
2,-0.0863103165556799,2.0,1.0,-2.1261546404630502
2,0.40752852254214017,3.0,0.0,-0.055726168321062815
2,-0.39722598376301377,2.0,1.0,-0.8998526299314054
2,-1.957704700389777,3.0,1.0,-2.2113667039705844
1,0.07780009613088436,2.0,0.0,1.8704249345060813
3,-0.46059713094687194,2.0,1.0,1.2082256125857787
1,-1.3769205899864945,1.0,1.0,1.100389044160197
3,0.7806849585133502,2.0,0.0,0.19618833682714315
1,-0.3802459309044364,1.0,1.0,0.8430645880123707
1,-1.7452344984921695,1.0,0.0,-0.7830346508914734
1,-0.07476547591140491,2.0,0.0,0.3054434755979039
1,-0.6747657351865359,2.0,1.0,0.34347758003503914
1,-1.701547231680871,3.0,0.0,1.415136076631978
3,0.3121866530082499,2.0,0.0,0.7004051003038466
1,-1.0505590908177165,2.0,1.0,-0.7451532679214582
1,0.7183707994201295,2.0,0.0,-0.8078870756781418
1,-0.8974894408905288,1.0,1.0,1.6775098687899237
3,0.9770463907409993,2.0,1.0,-0.8233645141798717
2,0.42542349330680757,2.0,1.0,-0.9268128886266116
3,0.10860989649401952,1.0,0.0,0.2770563588760159
2,-0.7558353863887726,2.0,0.0,-1.6056986516028975
3,0.9048106333942383,2.0,1.0,-1.4696208301412563
3,0.5035555256387272,2.0,1.0,0.739230144776884
2,-0.3623992598437042,2.0,1.0,0.5765242433152479
1,0.5806373004968258,2.0,0.0,0.45562607204972566
1,-1.025582129039646,1.0,1.0,2.3658567305659477
1,-1.2797658541434431,1.0,0.0,0.7928725072799201
1,-0.09556646615458163,2.0,0.0,1.145597265187557
2,0.07111677562661421,2.0,1.0,-1.1132103625240979
2,0.4279065926220888,2.0,0.0,-0.291878811780282
3,0.06504682099373235,2.0,0.0,-0.9772510372595308
2,1.2407134695340423,2.0,0.0,0.2881999635765547
2,-1.2905036510715335,2.0,1.0,0.4387588639773484
3,0.5683262643773473,2.0,0.0,-0.44031035850956723
3,0.2256430364650732,3.0,1.0,-0.028773179913940978
3,1.356210962323362,1.0,0.0,0.6887487625771935
2,0.12491592994390054,1.0,0.0,0.3418291431774306
2,0.3163037764618085,2.0,1.0,0.674953639734585
2,1.7612839522939678,1.0,0.0,-0.10781879409530983
3,0.7962909568972075,2.0,1.0,-0.7097953734157955
1,0.6085557305811135,1.0,0.0,-1.0017073513334585
2,-0.390133105339669,3.0,1.0,-0.8810425286853835
2,0.13895000337598934,2.0,0.0,0.6062615170494695
1,-1.652412793602601,2.0,1.0,0.491946588225984
1,-0.8437253945863588,3.0,0.0,-0.27365727137878637
3,0.646993343821664,2.0,1.0,0.11820728221518496
3,-1.7791685933480121,3.0,1.0,-1.5566147600976992
2,0.09289197586890749,2.0,0.0,0.1104065389285537
3,0.017834285880714753,3.0,1.0,0.316804288758933
1,0.3890987843396487,2.0,1.0,-0.977945190965596
1,-1.6962976521915571,2.0,1.0,0.4611127620263364
1,-2.0308609927126975,1.0,0.0,-1.0313280250894141
3,1.1095620921907379,2.0,1.0,0.5757052040316951
1,0.11071978558241655,1.0,0.0,0.08434826809841232
2,0.4101620779207335,2.0,0.0,0.8860171854685442
3,1.6166315172641805,3.0,1.0,0.8565803410816414
1,0.17383804769089872,3.0,1.0,1.4877775267889666
1,-1.9641488844945374,2.0,0.0,-0.39988779914970785
3,-0.31208836136520296,3.0,1.0,0.8568010233047337
2,0.8183743386987721,1.0,0.0,-0.29311302255198596
2,-0.42541081606067477,2.0,1.0,0.06925280484825481
1,-0.3028718904886414,2.0,0.0,-0.09466942547694356
1,-0.6015574640831539,1.0,1.0,-0.865920400521558
3,1.46787555171584,2.0,1.0,0.20432486197839778
1,1.2433022356280494,1.0,0.0,1.2192732028743494
2,-1.8098024217575701,2.0,1.0,-0.26781095466381705
1,1.9042868571398057,1.0,0.0,1.1044981073946363
1,-0.7740824775523911,1.0,0.0,-2.611836820662461
3,2.0276390593976137,2.0,0.0,1.6375470816221644
2,-1.313934317016593,3.0,1.0,-1.149003565837404
3,1.1016167894344917,2.0,1.0,0.46610004996179377
2,-0.5664299760602932,3.0,0.0,1.4435785590465424
2,-0.15572100648652631,2.0,0.0,-1.450861806847042
3,0.8833741115317979,2.0,0.0,0.38818273631654826
2,-0.7396563487049032,2.0,1.0,1.3666615375790718
3,0.3153126804328695,2.0,1.0,0.12553905523024217
2,0.3074642153973558,1.0,0.0,-0.09944079677581014
3,1.1912660830596307,3.0,1.0,0.03935122444321401
2,1.3666571867878297,2.0,0.0,0.2650855811461223
3,1.8790143846235494,2.0,0.0,0.5701085469379223
3,0.3038701652422673,3.0,1.0,0.5703412124782118
2,0.4087216807673462,2.0,0.0,-0.6139517488742561
3,-0.5685938710464562,3.0,1.0,-0.4118181214113024
1,-0.7668818194111915,3.0,0.0,0.9258833233860914
2,-1.3211699391809313,2.0,0.0,1.4687312020087526
3,-0.22628348007940302,1.0,1.0,-0.06879577747239496
2,0.15640239164433198,1.0,0.0,-0.29039917885479505
2,0.02021704412551649,2.0,1.0,0.49328672516176647
3,0.5733221219992888,2.0,1.0,1.0174318560397215
1,-1.3561959627608202,3.0,0.0,0.19515650809350282
1,1.7326041361802638,2.0,0.0,0.16476548976555297
2,0.3071091335522432,1.0,0.0,0.9458664906338614
3,1.0932036776709175,2.0,0.0,0.5232065769805466
2,0.34524752835984196,1.0,1.0,1.108312807341482
1,-0.8765148304103874,1.0,0.0,0.12849985959481078
1,-0.32586528605569304,3.0,0.0,-0.1742861638935052
1,-3.298281365499791,2.0,1.0,-0.25404551849776585
3,0.21385169903685072,1.0,1.0,-1.1690033296468842
1,-0.06930605988926164,2.0,0.0,0.5828413613258326
1,1.2130145118061124,1.0,0.0,-0.48784127599537414
2,-1.7559602472831453,3.0,0.0,1.5416301076718928
1,-0.07858525308218464,2.0,0.0,-0.8795434325301081
1,-0.3054075555059961,2.0,0.0,0.018992230643020212
1,-1.2631874259731077,2.0,1.0,-0.7923989998193884
1,-1.4681595891719548,2.0,0.0,-0.027690214687223717
1,-1.175506223315103,1.0,1.0,-1.0109468123067942
3,0.9838877103433602,2.0,1.0,-1.0262481542748398
3,0.9852950466217757,1.0,0.0,-0.11530205867726488
2,-1.4399460110076772,3.0,1.0,0.6001045741168906
3,-0.1667317067695818,2.0,1.0,1.611532051618779
2,0.4733881217667407,2.0,1.0,1.4774029891008127
3,0.3256598950248318,3.0,1.0,-1.2301638712530187
1,-1.5184773238985037,2.0,0.0,-0.31115676006908227
2,-0.6016743703728976,3.0,1.0,2.0300205615405695
1,-1.4357355971273,1.0,0.0,-0.5215362852209637
3,1.0164110792210495,2.0,1.0,-0.26367397456045344
3,2.5953057892709652,3.0,0.0,-0.5277612853116982
3,-0.049870988657867016,2.0,0.0,0.5616268828959935
2,-2.145682439471808,2.0,0.0,0.9831660925081456
3,0.818562921178708,2.0,1.0,0.15849747304498132
2,1.556836033814229,1.0,0.0,-0.6666612077970784
2,1.4786722425639764,1.0,0.0,0.8741446368989071
1,0.16464033553377755,1.0,0.0,0.1937028542685956
2,0.52981517165108,2.0,0.0,-1.2987258298718762
3,0.09485342608353617,2.0,1.0,-0.8947850311532936
1,0.7205558382104725,1.0,1.0,1.27337993255674
2,0.9414142965666901,2.0,1.0,1.4375268493082811
1,-0.7535775639781976,1.0,0.0,-0.005234770758253735
3,-0.5865078940029386,1.0,0.0,0.8098749919493864
3,-0.34166947340447684,2.0,1.0,0.9641776631296415
1,-0.23029954615504097,2.0,0.0,-0.3276288731737484
2,0.1917306325733014,3.0,0.0,-0.267765088482963
2,1.1186591144716234,1.0,1.0,0.481506956582194
1,-1.3065700494814527,2.0,0.0,0.739450021670315
2,0.918506037716482,2.0,0.0,-0.9519585071198289
2,-0.19701112597632026,2.0,1.0,-0.25578242143773067
1,-2.866120422024379,2.0,0.0,0.7506450737907795
2,-0.39870945345136205,3.0,0.0,1.5378131417199403
2,-0.27288642447775174,2.0,0.0,-0.24307507785871177
3,0.5482101233724942,2.0,1.0,-0.721760924281109
3,0.5895594100868586,1.0,0.0,-0.49862211344232144
2,-0.0063655656100685765,1.0,1.0,-0.41179495622207557
2,-0.8144440984400665,1.0,1.0,-0.11188392177915114
2,0.952767151660557,1.0,1.0,-1.3174128948901052
1,-0.6771303601805604,1.0,0.0,0.7933813777431338
2,-1.1884473582062454,3.0,0.0,-2.116981493090498
2,-0.6414924935148422,1.0,1.0,-1.6497255391135868
1,-0.5386043457198505,2.0,0.0,-0.6063742277970335
1,-0.11411254639208848,3.0,0.0,0.5928249266749039
2,-0.44795342821835854,2.0,0.0,-0.776725360500658
1,-0.364371031575872,1.0,0.0,0.3644765698046888
3,0.7416238672867742,3.0,1.0,0.06422683135940854
1,0.7965007499078177,1.0,1.0,-1.7041901775017168
3,0.5328525133448193,3.0,1.0,1.2373217677303883
3,-0.3094445874119776,3.0,1.0,-0.15586469957627805
1,-0.6672574107598113,1.0,0.0,0.07139506188742845
1,-0.23177394973290913,2.0,1.0,-1.4207757680080801
2,-0.1466948616347139,2.0,0.0,-0.113684895687312
1,0.8414470814896705,2.0,1.0,0.8800102972067025
1,-0.28021781072854285,1.0,0.0,-0.24155774366439017
1,-1.204723161366088,2.0,0.0,-0.8742665933771924
1,-0.8372745986406598,1.0,0.0,-0.054668291641939384
1,1.7641854314165915,1.0,1.0,-0.02844230677182337
2,-0.9326607907742017,2.0,1.0,0.8939937251789578
1,-1.2637968095703906,3.0,1.0,1.1244081268777808
1,-0.2916695035468279,1.0,0.0,1.1792752031631786
1,1.761065078457066,1.0,1.0,0.04774632997685566
2,0.09644075142945095,2.0,1.0,1.7681403673625518
3,0.2926485943766355,3.0,1.0,-1.9872857978731924
1,-1.5765627161771831,1.0,0.0,0.6489476937929743
1,-1.4988264436558307,2.0,1.0,-0.32305644925422383
2,-0.002370720752295058,2.0,1.0,-1.7625848359361274
2,-0.45761157615009496,2.0,0.0,-0.9546796370516274
2,0.38966089072657867,1.0,1.0,0.23849203024763072
2,-1.1024755596520626,3.0,1.0,0.25764878731024043
3,1.0530490049220758,2.0,1.0,-0.39585506492624706
2,1.3574737936617876,1.0,1.0,0.25870773761133653
1,-1.5469052930246168,2.0,1.0,-0.5428833663405526
2,0.2451375259066989,2.0,0.0,0.6839035539565387
1,-0.27922359804134816,3.0,0.0,0.3209870578827829
2,1.4426064179919957,1.0,1.0,-1.0942940225089672
2,0.2258293865454859,2.0,0.0,0.18687941375786868
1,0.9532519294086893,2.0,0.0,0.8374521883478678
3,-0.07627029032344944,2.0,0.0,-0.701659868355625
1,0.31418918843813437,2.0,1.0,-1.406589843562964
3,2.1328267279434474,2.0,0.0,-0.4610996229100847
3,2.0763609615652903,2.0,1.0,0.6482604652251982
2,-1.6964341654092068,3.0,1.0,-0.44646063754697607
3,0.38124370002251756,3.0,0.0,0.6857873386860119
2,0.24128917936270375,1.0,1.0,-1.5663431354199289
1,-1.073784938812438,2.0,1.0,-0.9574982017767828
2,-0.7680064476782985,2.0,0.0,0.44209974855802425
1,0.18493811511317118,1.0,1.0,0.28464417838044437
1,0.9560028014645962,2.0,0.0,-0.2640785632995283
3,0.5231130768974631,3.0,1.0,-0.643954350526304
2,-0.4187344881289365,2.0,0.0,0.895019026016917
2,-1.0611655106573399,1.0,1.0,-0.24497845798202392
1,-2.0932911189490673,3.0,1.0,1.5885039234986933
3,1.5400108009343136,2.0,0.0,-0.011399436291911794
2,-0.5567458726781775,2.0,0.0,0.023344399673947296
2,-0.859431131784768,2.0,1.0,-0.5018134133626967
2,0.33762718700328515,2.0,0.0,1.1228801081618556
1,-0.08589544934352958,2.0,0.0,-1.3482467238019042
1,-0.016658195313077225,2.0,0.0,0.7730159893649001
3,0.6571694714517146,1.0,1.0,-0.3609277801447086
1,-0.4862176363248928,2.0,1.0,-1.1871556884467773
1,-1.0576905034118835,2.0,0.0,0.21009620721562297
1,-0.1425394321577966,2.0,0.0,-0.8741313680298876
3,0.06558599249815794,3.0,1.0,1.3314942867665371
3,-1.088433852713202,3.0,1.0,-0.571662549104907
1,-1.1051316130689628,2.0,1.0,-1.121174436166534
